id,nome,tipo,nivel_magia,custo_mana,prereq,execucao,alcance,alvo,duracao,categoria,natureza,descricao
981,Presença da Entidade,Magias de Pacto,6,10,Aura do Patrono,Completo,Curto,Pessoal,Sustentada,,Caótico,"O conjurador permite que seu patrono manifeste parcialmente sua verdadeira forma no mundo físico. A simples presença da entidade distorce o ambiente, tornando o ar pesado e a realidade instável. Ao conjurar esta magia, o patrono é invocado parcialmente ao custo de metade da Vida atual do conjurador (arredondada para cima, mínimo de 1). Enquanto a magia permanecer sustentada, no início de cada turno do conjurador, ele perde novamente metade de sua Vida atual, seguindo a mesma regra. A entidade age imediatamente após ser invocada e novamente no turno do conjurador enquanto permanecer manifesta, obedecendo fielmente às ordens dadas pelo conjurador dentro das limitações e natureza do patrono."
982,Chamas Negras,Magia Proibida,6,10,Nível Avançado em conjuração,Completa,Longo,Local,Instantânea,Ofensiva,Fogo,"O conjurador escolhe um ponto em alcance médio e desencadeia uma erupção de fogo caótico que devora matéria, energia e magia em uma área de 9 metros de raio. Todas as criaturas na área devem realizar uma salvaguarda de Reflexos; em sucesso, movem-se imediatamente para a área adjacente mais próxima fora do alcance da magia. Em falha, sofrem 8d10 de dano de Fogo Caótico, recebem a condição Chamas Negras e têm todos os efeitos mágicos sustentados sobre si imediatamente dissipados. Criaturas afetadas pelas Chamas Negras sofrem 2d10 de dano adicional no início de cada turno, não podem recuperar Vida por meios naturais ou mágicos inferiores a magias Sagradas, e qualquer tentativa de conjuração exige uma salvaguarda de Foco; em falha, a magia é consumida sem produzir efeito, perdendo-se o custo de Mana normalmente. As chamas não podem ser apagadas por meios mundanos, água comum ou resistência elemental, consumindo continuamente até mesmo encantamentos, barreiras mágicas e invocações presentes na área. Apenas magias Sagradas ou superiores."
983,Baptismo de Chamas Avançado,Magias Antigas,6,10,,Padrão,Curto,Criatura,5 Rodadas,Encantamento,Fogo,"Encanta a criatura alvo com chamas arcanas intensas. Até o final do efeito, seus ataques mágicos e físicos são amplificados, recebendo +10 nas rolagens de ataque e causando 4d6 de dano adicional de Fogo. Ataques físicos realizados sob este efeito passam a ser considerados mágicos. Ataques críticos realizados sob este efeito aplicam a condição Em Chamas ao alvo. Este efeito não é acumulativo com outras magias de amplificação similares."
984,Fênix de Fogo Avançado,Magias Antigas,6,10,,Padrão,Longo,Criatura,Instantânea,Invocação,Fogo,"O conjurador invoca 3 majestosas fênix envoltas em fogo dourado, que sobrevoam o campo iluminando uma área de 9 metros cada. As fênix podem se mover livremente em um raio de até 30 metros do conjurador e atacam alvos conforme sua vontade. Cada fênix é considerada uma fonte mágica distinta. Ao atacar, os alvos devem realizar uma salvaguarda de Reflexo com CD +5. Em falha, sofrem 6d8 + Intelecto do conjurador em dano de Fogo e recebem a condição Em Chamas. Criaturas eliminadas por este dano são completamente consumidas pelas chamas solares das fênix, originando uma nova Fênix para cada alvo abatido."
985,Pétalas de Chamas Avançado,Magias Antigas,6,10,,Padrão,Médio,Local,5 Rodadas,Encantamento,Fogo,"O conjurador é envolvido por uma tempestade de pétalas incendiárias que queimam continuamente ao seu redor. Ataques corpo a corpo realizados pelo conjurador recebem +10 nas rolagens de ataque, e +2 em Defesa Base. Ataques críticos aplicam a condição Em Chamas. O conjurador recebe resistência ao elemento Fogo, sofrendo apenas metade do dano desse elemento. Sempre que o conjurador sofrer dano, uma explosão de pétalas flamejantes é liberada em um raio de 6 metros ao seu redor, causando 4d8 de dano de Fogo em criaturas próximas. Caso o dano recebido seja letal e reduza sua Vida a 0, ficando com 1 de vida, a explosão ocorre imediatamente com intensidade máxima. Habilidade não acumulativa."
986,Raio Solar Avançado,Magias Antigas,6,10,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"O conjurador manifesta três círculos arcanos do elemento Fogo, concentrando um feixe solar extremamente denso e devastador. O conjurador realiza um ataque mágico contra o alvo. Esta magia possui Penetração Mágica e os alvos não podem realizar reações contra esta magia. Em acerto, causa 5d8 de dano de Fogo e aplica a condição Em Chamas. Cada raio é considerada uma fonte mágica distinta."
987,Vulcão Avançado,Magias Antigas,6,10,,Completa,Médio,Local,3 Rodadas,Ofensiva,Fogo,"O conjurador rompe o solo com uma colossal fissura vulcânica, liberando explosões contínuas de magma e calor extremo. Criaturas em um raio de 12 metros devem realizar uma salvaguarda de Reflexo com CD +5. Em falha, sofrem 6d8 de dano de Fogo. Em sucesso, sofrem apenas metade do dano. O terreno atingido torna-se terreno difícil coberto por magma fervente e rochas derretidas. Criaturas que atravessarem a área ou iniciarem o turno dentro dela sofrem 2d8 de dano de Fogo."
988,Colapso Temporal,Magia Proibida,6,10,"Nível Avançado em conjuração
Não pode ter Pacto com nenhuma entidade ou divindade",Completa,Médio,Local,3 Rodadas,Controle,Negativo,"O conjurador força uma região a experimentar passado, presente e futuro simultaneamente, criando um caos temporal devastador. Área de 12 metros. Criaturas dentro existem em múltiplos pontos temporais: recebem –5 em todas as ações, não podem usar reações e no início de cada turno devem superar Vontade ou agir aleatoriamente (rolagem do mestre)."
989,Reescrever o Destino,Magia Proibida,6,10,"Nível Avançado em conjuração
Não pode ter Pacto com nenhuma entidade ou divindade",Completa,Pessoal,Conjurador,Instantânea,Utilidade,Negativo,"O conjurador rompe os fios do próprio destino e reescreve sua trajetória de poder, alterando escolhas, habilidades e caminhos que já haviam sido definidos. A realidade se reorganiza ao redor da nova versão de sua existência, como se sua evolução sempre tivesse sido diferente. Ao conjurar esta magia, o jogador pode redistribuir até 1000 pontos já gastos em sua progressão, podendo reorganizá-los livremente em até 1500 pontos de evolução diferentes, respeitando apenas limitações definidas pelo mestre. Após a conjuração, a magia é imediatamente esquecida e apagada da existência do conjurador. Reescrever o Destino jamais pode ser aprendida novamente pelo mesmo personagem, mesmo através de meios mágicos, divinos ou artificiais."
990,Flagelo da Terra,Magia Proibida,6,10,Nível Avançado em conjuração,Completa,Longo,Local,3 Rodadas,Ofensiva,Terra,"O conjurador desperta a ira mais profunda da terra, fazendo o solo ruir em um terremoto incessante capaz de destruir muralhas, partir fortalezas e engolir estruturas inteiras. A região se fragmenta em enormes fissuras enquanto ondas sísmicas devastam tudo ao redor. Estruturas dentro da área sofrem dano massivo, ficando severamente comprometidas ou completamente destruídas, a critério do mestre. Criaturas na área devem realizar uma salvaguarda de Atletismo ao início de cada rodada. Em caso de falha, caem em fissuras abertas pelo terremoto, sofrendo 10d10 de dano Terra e ficando Caídas. Em caso de sucesso, conseguem se manter de pé e recebem apenas metade do dano. Enquanto a magia permanecer ativa, toda a área é considerada terreno difícil. Após o fim da magia, o local permanece devastado e instável, mantendo a condição de terreno difícil por 1 semana."
991,Despertar da Pedra Avançado,Magias Antigas,6,10,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Terra,"O conjurador desperta a ira da terra sob uma criatura, fazendo rochas afiadas e fragmentos de pedra emergirem violentamente do solo para esmagar o alvo. O conjurador realiza um ataque mágico contra a criatura. Em caso de sucesso, o alvo sofre 6d8 de dano de Terra e fica sob o efeito de Lentidão até o fim da cena."
992,Guardião de Pedra Avançado,Magias Antigas,6,10,,Completa,Curto,Local,Sustentada,Invocação,Terra,"O conjurador anima um golem de rocha e terra, dando forma a um guardião elemental que permanece protegendo uma posição designada. O guardião ocupa um espaço adjacente ao conjurador, possui 100 Pontos de Vida e Defesa 18. Enquanto estiver ativo, ataca automaticamente criaturas hostis adjacentes uma vez por rodada, utilizando a CD do conjurador. Em caso de falha na resistência, a criatura sofre 4d6 de dano de Terra. O guardião permanece até ser destruído, até o conjurador dissipá-lo."
993,Monólito Vivo Avançado,Magias Antigas,6,10,,Padrão,Curto,Local,3 Rodadas,Defensiva,Terra,"O conjurador ergue do solo um imenso monólito de pedra viva, atravessado por veios de energia elemental pulsante. A presença da estrutura fortalece aqueles que lutam ao seu redor, envolvendo aliados em uma aura de proteção mineral. Até o final do efeito, todos os aliados em um raio de 18 metros do monólito recebem +4 em Defesas Básicas e Resistência a dano de Terra. O monólito permanece ativo até ser destruído, até que a conjuração seja interrompida ou até o término da duração da magia."
994,Terremoto Controlado Avançado,Magias Antigas,6,10,,Completa,Médio,Área,3 rodadas,Controle,Terra,"O conjurador faz o solo estremecer violentamente, abrindo rachaduras e erguendo pilares de pedra sob os pés dos inimigos. Criaturas na área devem realizar uma salvaguarda de Reflexo. Em caso de falha, sofrem 4d8 de dano Terra e uma rachadura de até 9 metros se abre sob elas, fazendo-as cair em seu interior. Enquanto permanecerem dentro da rachadura, ficam com a condição de Vulnerável. Para sair, devem realizar um teste de Atletismo com aumento da CD em +2; em caso de falha, perdem metade do movimento e a ação padrão no turno."
995,Titan de Pedra Avançado,Magias Antigas,6,10,,Completa,Curto,Conjurador,Sustentada,Invocação,Terra,"O conjurador invoca um colosso ancestral de pedra, uma manifestação gigantesca da fúria elemental da Terra. O golem obedece plenamente às ordens do conjurador e age em seu turno, imediatamente após sua conjuração. Possui 25 de Defesa, causa 5d6 de dano físico de Impacto em seus ataques e tem Vida igual a 10 vezes o Intelecto do conjurador. O colosso possui 3 ações de magia por cena de combate, capazes de desencadear terremotos e explosões rochosas em uma área de 9 metros. Criaturas atingidas devem realizar uma salvaguarda de Atletismo. Em caso de falha, sofrem 6d6 de dano Terra, ficam Atordoadas por 1 rodada e Caídas ao chão. Em caso de sucesso, recebem apenas metade do dano e evitam as condições. Sempre que uma criatura falhar na salvaguarda contra uma das magias do colosso, o terreno ao redor se torna difícil até o início do próximo turno do conjurador. Caso o conjurador fique inconsciente, o colosso se desfaz imediatamente. Conjurar esta habilidade novamente enquanto o colosso ainda existir restaura completamente sua Vida e reinicia a duração da magia."
996,Apocalipse Elétrico Avançado,Magias Antigas,6,10,,Completa,Longo,Área,Instantânea,Ofensiva,Trovão,"O conjurador desperta uma calamidade celestial, fazendo incontáveis relâmpagos rasgarem os céus e devastarem toda a região. Em uma área de 15 metros, criaturas inimigas sofrem 8d10 de dano de Trovão em caso de falha na salvaguarda de Reflexo, Em caso de sucesso, recebem apenas metade do dano e evitam as condições. Criaturas utilizando armaduras metálicas ou carregando grande quantidade de metal sofrem +2d10 de dano adicional de Trovão."
997,Chamado do Trovão Avançado,Magias Antigas,6,10,,Padrão,Longo,Criatura,Instantânea,Ofensiva,Trovão,"O conjurador invoca uma descarga celestial colossal, capaz de despedaçar o solo e paralisar qualquer criatura atingida. O conjurador realiza um ataque mágico. Em caso de sucesso, o alvo sofre 7d10 de dano de Trovão e fica Paralisado por 2 rodadas. Além disso, criaturas em um raio de 3 metros sofrem 3d8 de dano de Trovão e ficam Atordoadas por 1 rodada."
998,Correntes do Trovão Avançado,Magias Antigas,6,10,,Padrão,Longo,Conjurador,4 rodadas,Invocação,Trovão,"O conjurador invoca correntes colossais feitas de puro relâmpago condensado, capazes de atravessar o campo de batalha como serpentes elétricas vivas. Enquanto a magia estiver ativa, o conjurador pode realizar até quatro ataques por turno utilizando Destreza, com alcance de até 18 metros. Em caso de sucesso, cada ataque causa 5d8 de dano de Trovão. Em acertos críticos, o alvo fica Paralisado por 2 rodadas e criaturas em um raio de 3 metros sofrem 2d8 de dano de Trovão e ficam Atordoadas por 1 rodada. Além disso, o conjurador pode prender até quatro criaturas simultaneamente com as correntes. Criaturas presas devem realizar uma salvaguarda de Atletismo contra a CD do conjurador no início de cada turno. Em caso de falha, permanecem Paralisadas, sofrem 5d8 de dano de Trovão por rodada e recebem –2 em Defesa enquanto estiverem envolvidas pelas correntes elétricas."
999,Domínio Trovejante Avançado,Magias Antigas,6,10,,Padrão,Médio,Criatura,3 Rodadas,Defensiva,Trovão,"O conjurador se torna o centro de uma tempestade viva, cercado por relâmpagos incessantes e explosões elétricas violentas. Em uma área de 12 metros ao redor do conjurador, criaturas hostis que entrarem na área ou realizarem ataques contra ele sofrem Desvantagem em seus ataques. Além disso, sempre que uma criatura errar um ataque contra o conjurador, sofre 4d6 de dano de Trovão e deve realizar uma salvaguarda de Tenacidade. Em caso de falha, fica Atordoada até o fim do próximo turno."
1000,Proteção dos Relâmpagos Avançado,Magias Antigas,6,10,,Padrão,Curto,Criatura,3 Rodadas,Defensiva,Trovão,"O alvo se torna uma verdadeira tempestade viva, cercado por relâmpagos que explodem ao menor contato. Sempre que um dos alvos for atingido por um ataque corpo a corpo, o atacante sofre 3d8 de dano de Trovão, fica Atordoado por 1 rodada e deve realizar uma salvaguarda de Tenacidade. Em caso de falha, solta imediatamente a arma ou objeto que estiver segurando."
1001,Asas do Vento Avançado,Magias Antigas,6,10,,Padrão,Curto,Criatura,3 rodadas,Defensiva,Vento,"O conjurador invoca ventos ancestrais capazes de transformar aliados em vultos inalcançáveis nos céus da batalha. Os alvos recebem deslocamento de voo de 18 metros e +4 em Defesa contra ataques corpo a corpo. Sempre que desviarem de um ataque, podem se mover até 6 metros gratuitamente, sem provocar reações. Além disso, o atacante sofre 1d6 de dano de Vento causado pelas lâminas de ar deixadas pelo deslocamento dos alvos."
1002,Corrente Uivante Avançado,Magias Antigas,6,10,,Padrão,Médio,Área,1 Rodada,Controle,Vento,"O conjurador libera uma tempestade de ventos ancestrais capazes de distorcer trajetórias e romper o fluxo mágico ao redor. Em uma área de 15 metros de raio, ataques com projéteis sofrem –7 nas jogadas de ataque e falham automaticamente caso o atacante obtenha resultado 1 em 1d4, devido aos desvios causados pelos ventos violentos. Conjuradores dentro da área devem realizar uma salvaguarda de Vontade ou pagar +6 de Mana adicional ao conjurar magias. Além disso, criaturas Médias ou menores que entrarem ou iniciarem o turno na área devem realizar uma salvaguarda de Tenacidade; em caso de falha, são arremessadas 6 metros e ficam Atordoadas por 1 rodada."
1003,Ilusão Avançado,Magias Antigas,6,10,,Padrão,Médio,Local,Sustentada,Defensiva,Vento,"Adicionalmente ao efeito base já existem, pode manter até três miragens simultaneamente. Além disso, a CD para identificar ou resistir às ilusões criadas por esta magia aumenta em +5."
1004,Vácuo Silencioso Avançado,Magias Antigas,6,10,,Padrão,Médio,Local,3 Rodadas,Controle,Vento,"O conjurador cria uma região de absoluto vazio atmosférico, onde até mesmo a consciência começa a falhar. Em uma área de 12 metros, criaturas ficam Paralisadas enquanto permanecerem dentro da área. Além disso, criaturas que falharem em uma salvaguarda de Tenacidade por 2 rodadas consecutivas caem Inconscientes por 1d4 rodadas."
1005,Vôo Avançado,Magias Antigas,6,10,,Movimento,Pessoal,Conjurador,Sustentada,Invocação,Vento,"O conjurador assume a forma de um verdadeiro soberano dos céus, envolto por ventos ancestrais. Seu deslocamento de voo aumenta para 32 metros e ele desenvolve afinidade com o elemento Vento, recebendo apenas metade do dano causado por esse elemento. Além disso, uma vez por turno, pode utilizar as asas para receber uma reação adicional."
1006,Maré das Eras,Magia Proibida,7,12,Nível Lendário,Completa,Longo,Área,5 Rodadas,Controle,Água,"O conjurador invoca as Águas Primordiais do início dos tempos, uma força ancestral capaz de apagar e reescrever o próprio terreno ao redor. Uma inundação colossal cobre uma área de 27 metros de raio com água primordial devastadora. Criaturas dentro da área devem realizar uma salvaguarda de Tenacidade com CD +5. Em falha, sofrem 10d10 de dano de Água e ficam Paralisadas por 1 rodada. Em sucesso, sofrem apenas metade do dano e não ficam Paralisadas. Criaturas aquáticas sofrem apenas metade do dano desta magia. O terreno na área torna-se completamente alagado e considerado terreno difícil enquanto a magia persistir. Uma chuva torrencial cai continuamente sobre o campo de batalha, causando Lentidão em todas as criaturas dentro da área. Enquanto este efeito estiver ativo, nenhuma magia de Água de círculo inferior pode ser conjurada dentro da área, pois as Águas Primordiais dominam completamente o fluxo mágico do ambiente."
1007,Maldição da Decadência,Magia Proibida,7,12,Nível Lendário em conjuração,Padrão,Médio,1 criatura,Permanente,Ofensiva,Arcano,"O conjurador tece uma maldição ancestral que acelera o envelhecimento e a decadência da criatura alvo, consumindo lentamente sua vitalidade e enfraquecendo sua existência. O conjurador realiza um ataque mágico. Em sucesso, o alvo perde permanentemente 20 pontos de Vida máxima ao início de cada turno enquanto estiver amaldiçoado. A maldição só pode ser removida por uma Magia Sagrada de nível Divino ou superior. Criaturas com a característica Eterno são imunes a este efeito."
1008,Armagedom Elemental,Magia Proibida,7,12,"Nível Lendário em conjuração
Não pode ter Pacto com nenhuma entidade ou divindade",Completa,Longo,Região,Instantânea,Utilidade,Negativo,"O conjurador desencadeia uma ruptura absoluta nos fluxos elementais da realidade, fazendo com que fogo se transforme em gelo, trovões se tornem sombras e a própria essência mágica das criaturas entre em colapso. O campo de batalha mergulha em um caos elemental impossível de controlar. Todas as criaturas dentro da área têm seus elementos alterados aleatoriamente entre os elementos existentes, exceto Caótico e Sagrado. Afinidades, resistências, vulnerabilidades e efeitos relacionados aos elementos assumem imediatamente a nova natureza elemental sorteada. Além disso, todas as criaturas na área sofrem dano equivalente à metade de seus Pontos de Vida máximos, ignorando resistências elementais. Enquanto permanecerem na área, criaturas não conseguem conjurar magias normalmente, a menos que realizem uma salvaguarda de Foco no momento da conjuração. Em caso de sucesso, a magia é conjurada normalmente; em caso de falha, a conjuração é interrompida e a Mana ainda é consumida."
1009,Cataclismo Elemental,Magia Proibida,7,12,"Nível Lendário em conjuração
Não pode ter Pacto com nenhuma entidade ou divindade",Completa,Longo,Local,10 Rodadas,Ofensiva,Negativo,"O conjurador desencadeia uma reação em cadeia entre os elementos primordiais, rompendo o equilíbrio natural do mundo e criando um cataclismo capaz de devastar regiões inteiras. Fogo, água, terra, vento e trovão colidem incessantemente, transformando a área em um cenário apocalíptico. A cada hora, uma onda elemental aleatória varre toda a área. Role 1d5 para determinar o elemento ativo (Fogo, Água, Terra, Vento ou Trovão). Todas as criaturas e estruturas atingidas sofrem 10d10 de dano do elemento correspondente. Estruturas comuns começam a ruir progressivamente após as primeiras ondas e eventualmente são destruídas por completo, a critério do mestre. Enquanto permanecerem na área, criaturas sofrem –4 em todos os atributos devido ao estresse físico, mental e espiritual causado pelo desequilíbrio elemental. Esse redutor nunca pode reduzir um atributo abaixo de 0. Apenas locais protegidos por magia sagrada, barreiras divinas ou abrigos consagrados conseguem resistir plenamente aos efeitos do cataclismo."
1010,Tempestade Eterna,Magia Proibida,7,12,Nível Lendário em conjuração,Completa,Longo,Região,Sustentada,Controle,Trovão,"O conjurador altera drasticamente o clima da região, manipulando ventos, nuvens e correntes atmosféricas para criar tempestades violentas, chuvas torrenciais, furacões ou dissipar completamente o mau tempo, deixando o céu limpo e calmo. Enquanto uma tempestade estiver ativa, relâmpagos caem aleatoriamente pela área. No início do turno, cada criatura deve lançar 1d6. Em um resultado 1, um raio atinge instantaneamente a criatura, causando 8d12 de dano de Trovão. O mestre pode aplicar efeitos adicionais conforme o clima escolhido, como terreno difícil durante chuvas intensas, redução de visibilidade em tempestades ou deslocamento reduzido em furacões."
1011,O Nome Verdadeiro,Magia Proibida,9,16,Nível Secreto em conjuração e saber nome verdadeiro da criatura.,Completa,Curto,Criatura,10 Rodadas,Controle,Arcano,"O conjurador descobre e pronuncia o Nome Verdadeiro de uma criatura, estabelecendo domínio absoluto sobre sua essência. A criatura deve realizar uma salvaguarda de Vontade com CD +10. Em falha, a criatura fica completamente controlada pelo conjurador. No início de cada turno, ela pode realizar uma nova salvaguarda de Vontade com CD do conjurador +5 para romper o controle. Em sucesso, a criatura resiste a magia, reconhece imediatamente quem tentou subjugar seu Nome Verdadeiro e pode agir livremente contra o conjurador. O efeito é encerrado caso o conjurador morra ou caso uma Magia Proibida de nível equivalente ou superior seja utilizada para romper o vínculo."
1012,Singularidade,Magia Proibida,9,16,Nível Secreto em conjuração.,Completa,Longo,Local,Sustentada,Controle,Arcano,"O conjurador cria um ponto de gravidade absoluta capaz de distorcer matéria, energia e magia, comprimindo tudo ao redor em uma singularidade devastadora. A área afetada possui 36 metros de raio. Todas as criaturas na área têm seu deslocamento reduzido à metade e são constantemente puxadas em direção ao centro da singularidade. Ao início de cada rodada, criaturas afetadas devem realizar uma salvaguarda de Atletismo. Em falha, são arrastadas 9 metros em direção ao centro. Criaturas que alcançarem a zona central da singularidade, em um raio de 3 metros, sofrem 15d10 de dano por rodada, ignorando todas as resistências e reduções de dano. Quando a magia é encerrada, a singularidade colapsa violentamente, liberando uma onda de choque destrutiva que causa 8d10 de dano em uma área de 18 metros ao redor do ponto central."
1013,Viagem a Lugar Nenhum,Magia Proibida,9,16,Nível Secreto em conjuração,Completa,Ilimitado,Região,Sustentada,Invocação,Arcano,"O conjurador rasga o tecido da realidade e cria um portal para qualquer local ou dimensão que deseje. O portal permanece aberto até o encerramento da magia, permitindo a travessia livre entre planos, mundos e dimensões. Criaturas podem atravessar o portal em ambas as direções enquanto ele permanecer ativo."
1014,Desejo Caótico,Magia Proibida,9,16,Nível Secreto em conjuração,Completa,Pessoal,Conjurador,Instantânea,Utilidade,Caótico,"O conjurador força a realidade a obedecer sua vontade através de um fragmento dos primordiais, distorcendo leis naturais, magia e destino. Ao conjurar esta magia, o jogador pode produzir praticamente qualquer efeito mágico, alterar eventos, recriar fenôenos semelhantes a outras magias ou manifestar milagres temporários, desde que o mestre considere o efeito possível dentro da escala da campanha. Efeitos simples podem ocorrer instantaneamente; efeitos grandiosos ou capazes de alterar o mundo podem gerar consequências catastróficas definidas pelo mestre. Conjurar Desejo Caótico consome imediatamente metade da Vida máxima e metade da Mana máxima do conjurador, ignorando reduções, resistências ou imunidades. Esse custo não pode reduzir o conjurador abaixo de 1 de Vida. Após a conjuração, a magia é imediatamente esquecida e removida da mente do conjurador, não podendo ser utilizada novamente até ser redescoberta, reaprendida ou obtida por meios extraordinários definidos pelo mestre. Toda vez que Desejo Caótico é utilizado, o mestre pode introduzir efeitos colaterais imprevisíveis, deformações mágicas, alterações permanentes na realidade ou consequências narrativas proporcionais ao poder do desejo realizado."
1015,Apagar da Existência,Magia Proibida,9,16,Nível Secreto em conjuração.,Completa,Toque,Criatura,Instantânea,Ofensiva,Negativo,"O conjurador toca o alvo e inicia o apagamento de sua existência do tecido da realidade. Memórias, registros e até sua presença física começam a ser consumidos pelo vazio absoluto. O alvo deve realizar uma salvaguarda de Vontade com CD +10. Em falha, é instantaneamente Eliminado da existência."
1016,Alarme Mágico Avançado,Magias Iniciais,6,10,,Padrão,Longo,Local,Permanente,Controle,Arcano,"O conjurador cria um selo arcano invisível que funciona como um alarme mágico dentro da área escolhida. Sempre que uma criatura indesejada atravessar a região protegida, o alarme é ativado. A armadilha pode ser identificada e desativada através de uma salvaguarda de Prestidigitação. A CD para detectar ou desarmar o alarme aumenta em +10 mais à CD de magia do conjurador. A área protegida possui raio de 36 metros."
1017,Anular Magia Avançado,Magias Iniciais,6,10,,Reação,Médio,Magia,Instantânea,Controle,Arcano,Anula magias de nível Avançado ou inferior automaticamente.
1018,Área Silenciada Avançado,Magias Iniciais,6,10,,Padrão,Curto,Local,Sustentada,Controle,Vento,"Você cria uma zona de silêncio absoluto dentro da área. Nenhuma criatura dentro consegue falar, ouvir ou conjurar magias que exijam componentes verbais. Raio de 18 metros."
1019,Armadilha de Gelo Avançado,Magias Iniciais,6,10,,Padrão,Curto,Local,5 rodadas,Invocação,Água,"O conjurador pode manter simultaneamente até quatro Círculos Mágicos Congelantes ocultos em uma área. Quando uma criatura ativa uma dessas armadilhas, deve realizar uma salvaguarda de Reflexos. Em caso de falha, sofre 2d8 de dano de Água e recebe a condição Congelado até o início do próximo turno do conjurador. Em caso de sucesso, evita completamente os efeitos da armadilha. Após ser ativado, o círculo mágico se desfaz imediatamente."
1020,Armadura de Chamas Avançado,Magias Iniciais,6,10,Armaduras Leve ou Pesadas,Padrão,Toque,Objeto,3 Rodadas,Encantamento,Fogo,"Você envolve uma armadura em chamas mágicas controladas, fazendo com que ela irradie um calor intenso sem causar dano ao usuário. Enquanto a habilidade estiver ativa, criaturas adjacentes ao portador sofrem 4d8 de dano de Fogo no início de seus turnos caso permaneçam próximas. Além disso, a criatura encantada recebe resistência ao elemento Fogo, reduzindo pela metade todo dano de Fogo recebido."
1021,Armadura de Pedra Avançado,Magias Iniciais,6,10,,Padrão,Curto,Criatura,Sustentada,Defensiva,Terra,"O conjurador envolve uma criatura em camadas de rocha sólida, tornando seu corpo extremamente resistente. Enquanto a magia estiver ativa, o alvo recebe +5 de Defesa Base, sofre apenas metade do dano recebido e tem seu deslocamento reduzido pela metade."
1022,Barreira Congelante Avançado,Magias Iniciais,6,10,,Padrão,Curto,Local,3 rodadas,Invocação,Água,"O conjurador ergue uma parede de gelo cristalino com até 3 metros de largura e 9 metros de altura. A barreira bloqueia passagem, linha de efeito e projéteis não mágicos. Criaturas atrás dela recebem redução de dano igual aos Pontos de Vida restantes da barreira. A barreira possui 120 Pontos de Vida."
1023,Barreira de Fogo Avançado,Magias Iniciais,6,10,,Padrão,Curto,Local,3 Rodadas,Invocação,Fogo,"O conjurador ergue quatro barreira de fogo com espaço equivalente ao de uma criatura e altura de até 9 metros. Criaturas que atravessarem a barreira sofrem 2d10 de dano de Fogo. Criaturas que estiverem no local onde a barreira for criada devem realizar uma salvaguarda de Reflexos. Em caso de sucesso, a criatura pode se mover para uma área adjacente válida sem provocar ataques de oportunidade. Em caso de falha, permanece na área da barreira e sofre o dano normalmente."
1024,Barreira de Vento Avançado,Magias Iniciais,6,10,,Reação,Curto,Criatura,Instantânea,Defensiva,Vento,"O conjurador utiliza sua reação para lançar uma magia que envolve a criatura alvo em uma corrente de vento concentrado, intensificando-se no instante do impacto para desviar projéteis e amortecer ataques recebidos. Enquanto esta habilidade estiver ativa, o alvo recebe +5 na Defesa Base. Além disso, danos físicos e danos do elemento Vento são reduzidos à metade."
1025,Barreira Mágica Avançado,Magias Iniciais,6,10,,Reação,Curto,Local,Instantânea,Defensiva,Arcano,"O conjurador utiliza sua reação para manifestar uma barreira de mana capaz de interceptar feitiços. A barreira possui Defesa igual a 10 + Intelecto + Foco. Sempre que o conjurador for alvo de um ataque mágico, compare o resultado do ataque com a Defesa da barreira. Se o ataque não a superar, seus efeitos são anulados; caso contrário, o conjurador sofre apenas metade do dano. A barreira pode resistir a até 4 fontes de ataque mágico antes de se desfazer."
1026,Bolas de Fogo Avançado,Magias Iniciais,6,10,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"Você conjura um círculo arcano que projeta uma esfera de fogo concentrado contra o alvo. Realize um ataque mágico contra a Defesa da criatura. Em caso de acerto, o alvo sofre 5d8 de dano de Fogo."
1027,Campo Magnético Avançado,Magias Iniciais,6,10,,Padrão,Curto,Local,3 rodadas,Controle,Trovão,"O conjurador cria um campo magnético instável. Criaturas com armaduras pesadas metálicas ou carregando grandes objetos metálicos têm o deslocamento reduzido pela metade dentro da área. Além disso, ataques realizados por criaturas afetadas sofrem –5 nas rolagens enquanto dentro do campo. Área de 15 metros de raio."
1028,Chama Reveladora Avançado,Magias Iniciais,6,10,,Padrão,Curto,Local,3 Rodadas,Controle,Fogo,"Você envolve seu corpo com uma chama viva. Criaturas adjacentes sofrem dano de Fogo ao início de seus turnos. Além disso, criaturas invisíveis, furtivas ou ocultas que entrarem na área são imediatamente reveladas. Chama de 12 metros de raio. Criaturas adjacentes sofrem 2d6 de dano de Fogo ao início de seus turnos."
1029,Círculo de Chamas,Magias Iniciais,2,2,,Padrão,Curto,Local,Instantânea,Ofensiva,Fogo,"O conjurador cria um círculo de fogo intenso em uma área designada e realiza um ataque mágico contra todas as criaturas dentro dela. As criaturas atingidas sofrem 2d6 de dano de Fogo. Em caso de acerto crítico, as criaturas afetadas também recebem a condição Em Chamas. O círculo flamejante se espalha em um raio de até 3 metros, consumindo tudo ao redor com calor abrasador."
